0.000000000000000000e+00,7.222500000000000853e+01,1.235783456840970871e+02
0.000000000000000000e+00,7.190399999999999636e+01,1.235783456840970871e+02
0.000000000000000000e+00,7.158299999999999841e+01,1.235783456840970871e+02
0.000000000000000000e+00,7.126200000000000045e+01,1.235783456840970871e+02
0.000000000000000000e+00,7.094100000000000250e+01,1.235783456840970871e+02
0.000000000000000000e+00,7.062000000000000455e+01,1.235783456840970871e+02
0.000000000000000000e+00,7.029900000000000659e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.997800000000000864e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.965699999999999648e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.933599999999999852e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.901500000000000057e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.869400000000000261e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.837300000000000466e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.805200000000000671e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.773099999999999454e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.740999999999999659e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.708899999999999864e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.676800000000000068e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.644700000000000273e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.612600000000000477e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.580500000000000682e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.548399999999999466e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.516299999999999670e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.484199999999999875e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.452100000000000080e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.420000000000000284e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.387900000000000489e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.355799999999999983e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.323700000000000188e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.291600000000000392e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.259499999999999886e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.227400000000000091e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.195300000000000296e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.163200000000000500e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.131099999999999994e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.099000000000000199e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.066900000000000404e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.034799999999999898e+01,7.385199422127533353e+01
0.000000000000000000e+00,6.002700000000000102e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.970600000000000307e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.938499999999999801e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.906400000000000006e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.874300000000000210e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.842200000000000415e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.810099999999999909e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.778000000000000114e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.745900000000000318e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.713799999999999812e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.681700000000000017e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.649600000000000222e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.617500000000000426e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.585399999999999920e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.553300000000000125e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.521200000000000330e+01,7.385199422127533353e+01
0.000000000000000000e+00,5.489099999999999824e+01,1.231898753326606339e+02
0.000000000000000000e+00,5.457000000000000028e+01,1.231898753326606339e+02
0.000000000000000000e+00,5.424900000000000233e+01,1.230600468775855774e+02
0.000000000000000000e+00,5.392800000000000438e+01,1.230600468775855774e+02
0.000000000000000000e+00,5.360699999999999932e+01,1.230600468775855774e+02
0.000000000000000000e+00,5.328600000000000136e+01,1.230600468775855774e+02
0.000000000000000000e+00,5.296500000000000341e+01,1.230600468775855774e+02
0.000000000000000000e+00,5.264399999999999835e+01,1.230600468775855774e+02
0.000000000000000000e+00,5.232300000000000040e+01,1.230600468775855774e+02
0.000000000000000000e+00,5.200200000000000244e+01,1.230600468775855774e+02
0.000000000000000000e+00,5.168100000000000449e+01,1.230600468775855774e+02
0.000000000000000000e+00,5.135999999999999943e+01,1.230600468775855774e+02
0.000000000000000000e+00,5.103900000000000148e+01,1.230600468775855774e+02
0.000000000000000000e+00,5.071800000000000352e+01,1.229300489702301604e+02
0.000000000000000000e+00,5.039699999999999847e+01,1.229300489702301604e+02
0.000000000000000000e+00,5.007600000000000051e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.975500000000000256e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.943400000000000460e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.911299999999999955e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.879200000000000159e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.847100000000000364e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.814999999999999858e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.782900000000000063e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.750800000000000267e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.718699999999999761e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.686599999999999966e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.654500000000000171e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.622400000000000375e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.590299999999999869e+01,1.229300489702301604e+02
0.000000000000000000e+00,4.558200000000000074e+01,1.227998814671773147e+02
0.000000000000000000e+00,4.526100000000000279e+01,1.227998814671773147e+02
0.000000000000000000e+00,4.493999999999999773e+01,1.227998814671773147e+02
0.000000000000000000e+00,4.461899999999999977e+01,1.227998814671773147e+02
0.000000000000000000e+00,4.429800000000000182e+01,1.227998814671773147e+02
0.000000000000000000e+00,4.397700000000000387e+01,1.227998814671773147e+02
0.000000000000000000e+00,4.365599999999999881e+01,1.226695442426801179e+02
0.000000000000000000e+00,4.333500000000000085e+01,1.226695442426801179e+02
0.000000000000000000e+00,4.301400000000000290e+01,1.226695442426801179e+02
0.000000000000000000e+00,4.269299999999999784e+01,1.226695442426801179e+02
0.000000000000000000e+00,4.237199999999999989e+01,1.226695442426801179e+02
0.000000000000000000e+00,4.205100000000000193e+01,1.226695442426801179e+02
0.000000000000000000e+00,4.173000000000000398e+01,1.226695442426801179e+02
0.000000000000000000e+00,4.140899999999999892e+01,1.226695442426801179e+02
